id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
9028,30/03/2015 00:00,485000,3,2.5,3340,70131,2,No,No View,Average,9,1994,98022,47.2666,-122.015
9029,04/06/2014 00:00,485000,3,2.5,2340,59058,1,No,No View,Average,8,1985,98038,47.4052,-122.028
9030,10/09/2014 00:00,485000,3,2.5,2540,51836,1,No,No View,Good,8,1976,98042,47.389,-122.088
9031,09/02/2015 00:00,485000,4,2.75,2720,51396,2,No,No View,Good,8,1977,98059,47.4777,-122.1
9032,19/02/2015 00:00,485000,3,2,2410,50654,1.5,No,No View,Average,7,1995,98070,47.4154,-122.458
9033,01/07/2014 00:00,485000,3,2.25,2440,47916,2,No,No View,Average,8,1991,98053,47.6347,-121.958
9034,24/04/2015 00:00,485000,4,1.75,2560,43995,2,No,No View,Good,7,1962,98052,47.6945,-122.093
9035,29/07/2014 00:00,485000,5,1.75,2140,43124,1,No,Average,Good,7,1962,98027,47.5516,-122.085
9036,07/11/2014 00:00,485000,3,2.25,2900,35273,2,No,No View,Average,9,1986,98038,47.4013,-122.03
9037,12/06/2014 00:00,485000,4,2.5,2470,35073,2,No,No View,Average,9,1989,98092,47.3064,-122.108
9038,16/10/2014 00:00,485000,4,3,3110,18843,2,No,No View,Average,9,1995,98058,47.4619,-122.154
9039,14/04/2015 00:00,485000,4,3.25,1946,17786,2,No,Fair,Good,7,1990,98070,47.359,-122.452
9040,21/04/2015 00:00,485000,4,2.75,2910,16362,1,No,Average,Good,9,1969,98003,47.3397,-122.322
9041,16/04/2015 00:00,485000,4,2.5,3710,15935,1,No,No View,Average,10,2005,98001,47.3528,-122.267
9042,14/08/2014 00:00,485000,5,1.75,2460,14100,1,No,No View,Average,7,1972,98028,47.7452,-122.224
9043,29/01/2015 00:00,485000,3,2.75,2650,12350,1,No,No View,Good,7,1975,98028,47.7669,-122.268
9044,05/05/2015 00:00,485000,3,2,1590,11222,1,No,No View,Good,7,1948,98177,47.7762,-122.367
9045,16/07/2014 00:00,485000,3,2.5,1800,11034,2,No,No View,Good,8,1987,98072,47.7558,-122.142
9046,23/07/2014 00:00,485000,4,2.5,2420,10603,1,No,No View,Very Good,7,1958,98028,47.7397,-122.259
9047,20/04/2015 00:00,485000,4,2.5,2400,10364,2,No,No View,Average,8,1995,98045,47.4832,-121.799
9048,10/03/2015 00:00,485000,3,1.75,2030,10089,1,No,No View,Good,8,1976,98027,47.5217,-122.05
9049,04/02/2015 00:00,485000,3,1.75,1950,10080,1,No,No View,Good,7,1967,98034,47.7282,-122.186
9050,27/03/2015 00:00,485000,4,2.25,1850,9911,1,No,No View,Good,7,1957,98008,47.6019,-122.116
9051,10/11/2014 00:00,485000,5,1.5,1420,9900,1,No,No View,Average,7,1964,98008,47.6348,-122.118
9052,13/04/2015 00:00,485000,3,1,1020,9835,1,No,No View,Very Good,7,1955,98006,47.5728,-122.179
9053,10/03/2015 00:00,485000,3,1.75,1650,9500,1,No,No View,Average,8,1967,98052,47.631,-122.098
9054,05/09/2014 00:00,485000,3,2.5,3110,9015,2,No,No View,Average,9,1990,98058,47.4369,-122.147
9055,11/12/2014 00:00,485000,4,2.75,2560,8956,1,No,No View,Good,7,1968,98034,47.7278,-122.177
9056,22/01/2015 00:00,485000,4,1.75,2050,8913,1,No,No View,Average,7,1968,98052,47.6735,-122.151
9057,31/12/2014 00:00,485000,4,2.5,2100,8886,2,No,No View,Good,7,1964,98007,47.5947,-122.134
9058,05/08/2014 00:00,485000,3,1.75,2590,8384,1,No,No View,Good,8,1971,98011,47.7739,-122.199
9059,28/04/2015 00:00,485000,4,2.75,1830,8384,1,No,No View,Average,7,1979,98034,47.733,-122.22
9060,31/10/2014 00:00,485000,3,2.5,1840,8250,1,No,Fair,Average,8,1958,98177,47.7767,-122.378
9061,23/02/2015 00:00,485000,3,2.25,1570,8111,2,No,No View,Average,8,1984,98074,47.6324,-122.028
9062,15/09/2014 00:00,485000,3,2.5,2270,7887,2,No,Average,Average,8,2004,98065,47.5326,-121.855
9063,31/07/2014 00:00,485000,3,1.5,1870,7853,1,No,No View,Average,7,1962,98125,47.7045,-122.281
9064,24/07/2014 00:00,485000,4,2.75,2790,7803,2,No,No View,Average,8,2013,98045,47.4823,-121.772
9065,19/05/2014 00:00,485000,3,1.75,2200,7706,2,No,Average,Average,7,1908,98198,47.3878,-122.326
9066,05/02/2015 00:00,485000,3,2.25,2090,7450,1,No,No View,Average,7,1978,98155,47.7598,-122.303
9067,14/10/2014 00:00,485000,4,1.75,3220,7392,1,No,No View,Good,8,1959,98177,47.7719,-122.361
9068,05/01/2015 00:00,485000,3,2.5,1680,7385,2,No,No View,Average,8,1988,98074,47.6194,-122.041
9069,08/04/2015 00:00,485000,3,1.75,2180,7318,1,No,No View,Good,7,1967,98126,47.5251,-122.37
9070,23/04/2015 00:00,485000,3,1,1260,7250,1,No,Average,Average,7,1940,98115,47.6947,-122.311
9071,08/07/2014 00:00,485000,4,2.25,1900,7200,1,No,No View,Average,8,1977,98146,47.5033,-122.372
9072,14/04/2015 00:00,485000,3,1,1250,7200,1,No,No View,Average,7,1964,98008,47.6342,-122.12
9073,07/01/2015 00:00,485000,3,2.5,1540,7120,1,No,No View,Average,7,1938,98038,47.3729,-122.037
9074,01/04/2015 00:00,485000,4,2.25,1810,7068,2,No,No View,Very Good,7,1976,98034,47.7319,-122.204
9075,05/05/2014 00:00,485000,4,3,2340,7048,1,No,No View,Good,8,1979,98034,47.7306,-122.227
9076,30/03/2015 00:00,485000,3,2.25,1570,6810,1,No,No View,Average,8,1988,98074,47.6176,-122.044
9077,31/03/2015 00:00,485000,3,1.75,1790,6775,1,No,Average,Average,8,1951,98126,47.5412,-122.377
9078,12/12/2014 00:00,485000,4,3.25,2820,6611,1,No,No View,Average,7,1958,98155,47.7473,-122.285
9079,27/10/2014 00:00,485000,4,1,1210,6380,1.5,No,No View,Average,7,1936,98115,47.6924,-122.321
9080,29/12/2014 00:00,485000,5,2.5,3270,6129,2,No,No View,Average,9,2004,98055,47.4461,-122.208
9081,02/09/2014 00:00,485000,3,1,1020,6120,1,No,No View,Average,7,1941,98115,47.6787,-122.285
9082,13/06/2014 00:00,485000,3,2.5,1580,6065,2,No,No View,Average,8,1985,98029,47.5692,-122.021
9083,08/09/2014 00:00,485000,3,2.5,2430,5867,2,No,No View,Average,7,2011,98065,47.5162,-121.872
9084,07/10/2014 00:00,485000,3,1,1130,5758,1,No,No View,Average,7,1939,98199,47.6413,-122.401
9085,10/09/2014 00:00,485000,5,2,1910,5508,1,No,No View,Average,7,1968,98133,47.7074,-122.349
9086,22/09/2014 00:00,485000,3,2.5,1880,5502,2,No,No View,Average,8,1988,98029,47.5737,-122.018
9087,21/07/2014 00:00,485000,3,2.5,2870,5490,2,No,No View,Average,9,2008,98055,47.4471,-122.207
9088,24/06/2014 00:00,485000,3,2.5,1500,5412,1,No,No View,Very Good,7,1920,98136,47.5499,-122.394
9089,26/11/2014 00:00,485000,4,3.5,3273,5115,2,No,No View,Average,8,2014,98055,47.4477,-122.204
9090,29/05/2014 00:00,485000,4,1,1600,4300,1.5,No,No View,Good,7,1916,98103,47.6648,-122.343
9091,23/10/2014 00:00,485000,3,2.5,1650,4218,2,No,No View,Average,8,2000,98075,47.5998,-122.016
9092,07/05/2014 00:00,485000,3,2,1610,4160,1,No,No View,Good,7,1917,98136,47.5421,-122.388
9093,19/05/2014 00:00,485000,3,1,1500,4100,1.5,No,No View,Average,7,1926,98107,47.6689,-122.367
9094,01/07/2014 00:00,485000,4,1.75,1430,4096,2,No,No View,Average,7,1900,98122,47.604,-122.306
9095,02/10/2014 00:00,485000,4,1,1620,4080,1.5,No,No View,Average,7,1923,98105,47.6696,-122.324
9096,06/05/2014 00:00,485000,3,2,1420,4080,1.5,No,No View,Average,7,1905,98103,47.6872,-122.349
9097,27/04/2015 00:00,485000,2,1,1080,4080,1,No,No View,Average,8,1948,98115,47.6899,-122.32
9098,16/09/2014 00:00,485000,2,2,1510,3961,1,No,No View,Average,8,2010,98053,47.709,-122.018
9099,08/04/2015 00:00,485000,4,1.75,1260,3880,1,No,No View,Very Good,7,1918,98117,47.687,-122.391
9100,14/08/2014 00:00,485000,2,1,1130,3800,1,No,No View,Good,7,1916,98117,47.6862,-122.378
9101,19/12/2014 00:00,485000,4,2,1400,3600,1,No,No View,Average,7,1900,98119,47.6385,-122.37
9102,08/04/2015 00:00,485000,3,2.5,1650,3436,2,No,No View,Average,7,2003,98053,47.6819,-122.036
9103,26/12/2014 00:00,485000,3,2.75,1670,3330,1.5,No,No View,Good,7,1925,98107,47.6551,-122.36
9104,23/02/2015 00:00,485000,3,1,1260,3230,1.5,No,No View,Average,7,1907,98119,47.644,-122.369
9105,05/03/2015 00:00,485000,3,2.5,1760,3097,2,No,No View,Average,8,1992,98029,47.5764,-121.996
9106,05/12/2014 00:00,485000,2,1.75,2060,2700,1,No,No View,Average,7,1929,98115,47.6856,-122.312
9107,18/07/2014 00:00,485000,4,1,1150,2560,1.5,No,No View,Average,7,1909,98109,47.6368,-122.355
9108,19/05/2014 00:00,485000,2,2.25,1260,1240,3,No,No View,Average,8,2004,98103,47.6531,-122.352
9109,18/06/2014 00:00,485000,2,2.5,1430,923,3,No,No View,Average,8,2008,98103,47.6683,-122.355
9110,02/07/2014 00:00,484998,4,2.5,1540,1870,2,No,No View,Average,8,2014,98029,47.5524,-121.999
9111,25/02/2015 00:00,484950,3,2.25,1670,5004,2,No,No View,Average,8,1987,98029,47.5688,-122.017
9112,28/10/2014 00:00,484950,2,1,1000,4956,1,No,Average,Good,7,1916,98107,47.6753,-122.36
9113,07/01/2015 00:00,484950,3,2.25,1590,926,3,No,No View,Average,8,2014,98136,47.5402,-122.387
9114,24/07/2014 00:00,484259,4,2.75,2790,5000,2,No,No View,Average,8,2014,98045,47.4831,-121.773
9115,18/09/2014 00:00,484000,1,0,690,23244,1,No,No View,Good,7,1948,98053,47.6429,-121.955
9116,26/02/2015 00:00,484000,5,2.5,3600,20001,2,No,No View,Good,9,1976,98166,47.4484,-122.339
9117,07/04/2015 00:00,484000,3,1.75,1950,17400,1,No,No View,Average,7,1976,98072,47.7424,-122.091
9118,26/01/2015 00:00,484000,4,1.75,2440,16730,1,No,No View,Average,7,1976,98072,47.7406,-122.11
9119,13/08/2014 00:00,484000,6,2.5,3300,13501,1,No,No View,Average,8,1980,98059,47.5116,-122.163
9120,06/05/2014 00:00,484000,2,1.75,1660,6000,1,No,No View,Average,7,1942,98105,47.6624,-122.291
9121,27/03/2015 00:00,484000,3,2.25,1620,1425,3,No,No View,Average,8,2009,98027,47.5405,-122.026
9122,20/05/2014 00:00,483945,2,1.75,1480,5120,1,No,No View,Good,6,1951,98116,47.558,-122.392
9123,06/05/2014 00:00,483500,4,2.5,2740,45732,2,No,No View,Average,8,1995,98077,47.74,-122.048
9124,01/08/2014 00:00,483500,3,2.5,1670,4308,2,No,No View,Average,8,2001,98027,47.5307,-122.047
9125,20/08/2014 00:00,483500,3,2,1200,2016,1,No,Fair,Good,7,1931,98116,47.5811,-122.404
9126,27/06/2014 00:00,483453,4,2.75,2790,5527,2,No,No View,Average,8,2014,98045,47.4827,-121.773
9127,10/06/2014 00:00,483300,4,2,1210,11100,1,No,No View,Good,7,1955,98006,47.5747,-122.145
9128,06/04/2015 00:00,483000,3,2.25,2100,43560,1,No,No View,Good,8,1977,98077,47.7511,-122.072
9129,11/07/2014 00:00,483000,3,3,2440,15540,2,No,No View,Average,9,1992,98074,47.6104,-122.06
9130,29/08/2014 00:00,483000,3,1.75,2110,10454,1,No,No View,Good,8,1978,98028,47.7344,-122.246
9131,28/10/2014 00:00,483000,2,1.75,1400,4720,1,No,No View,Good,7,1927,98116,47.5705,-122.392
9132,27/10/2014 00:00,483000,4,1.5,1220,3780,1.5,No,No View,Average,7,1927,98107,47.6667,-122.36
9133,24/06/2014 00:00,483000,2,1.75,1240,3000,1.5,No,No View,Average,7,1906,98105,47.6689,-122.326
9134,02/10/2014 00:00,482975,3,2.25,2130,8801,1,No,No View,Average,8,1976,98155,47.7462,-122.29
9135,20/06/2014 00:00,482500,4,3,1630,7626,1,No,No View,Very Good,7,1990,98125,47.7168,-122.308
9136,05/09/2014 00:00,482500,6,4.5,2940,7500,1.5,No,No View,Good,8,1966,98034,47.7208,-122.182
9137,21/04/2015 00:00,482500,3,2,1330,6490,1,No,No View,Good,7,1954,98125,47.7181,-122.308
9138,05/01/2015 00:00,482500,3,2.5,1690,3068,2,No,No View,Average,7,2005,98053,47.6763,-122.028
9139,19/05/2014 00:00,482500,3,2.25,1450,1445,2,No,No View,Average,7,2005,98122,47.6184,-122.301
9140,08/10/2014 00:00,482500,2,2.5,1170,809,2,No,No View,Average,9,2007,98103,47.6875,-122.339
9141,25/09/2014 00:00,482000,3,1.75,2600,105587,1,No,No View,Good,7,1980,98070,47.4464,-122.497
9142,14/07/2014 00:00,482000,4,2.5,2846,85377,1.5,No,No View,Average,8,2000,98001,47.317,-122.281
9143,02/05/2014 00:00,482000,4,2.5,2710,35868,2,No,No View,Average,9,1989,98038,47.375,-122.022
9144,01/07/2014 00:00,482000,3,2.25,1710,21485,2,No,No View,Average,7,1989,98074,47.6198,-122.053
9145,23/02/2015 00:00,482000,3,1.75,2300,16474,1,No,No View,Average,7,1984,98072,47.7609,-122.144
9146,19/08/2014 00:00,482000,4,2.75,3010,15750,1,No,No View,Good,8,1973,98034,47.7336,-122.183
9147,22/05/2014 00:00,482000,5,2.25,2230,9600,1,No,No View,Average,8,1978,98077,47.7466,-122.076
9148,25/02/2015 00:00,482000,4,2.25,2240,8322,2,No,No View,Average,8,1979,98034,47.728,-122.206
9149,25/06/2014 00:00,482000,3,2.5,2420,7307,2,No,No View,Average,7,1998,98065,47.5361,-121.871
9150,25/02/2015 00:00,482000,3,2.5,2950,6545,2,No,No View,Average,8,2003,98059,47.4828,-122.139
9151,03/12/2014 00:00,482000,2,1,950,3960,1,No,No View,Average,7,1941,98103,47.6885,-122.337
9152,30/07/2014 00:00,482000,2,2.25,1350,1248,2,No,No View,Average,7,2000,98102,47.6399,-122.32
9153,08/04/2015 00:00,482000,2,1.5,1300,1229,2,No,No View,Average,8,2000,98107,47.6727,-122.375
9154,18/06/2014 00:00,482000,3,3.25,1380,1120,3,No,No View,Average,8,2008,98103,47.6617,-122.349
9155,29/10/2014 00:00,481500,3,2.25,1840,10500,2,No,No View,Average,7,1993,98034,47.7326,-122.234
9156,06/11/2014 00:00,481500,3,1.75,2140,6000,1,No,No View,Average,7,1948,98117,47.6913,-122.366
9157,09/05/2014 00:00,481450,3,2,1410,4800,1,No,No View,Average,7,1940,98117,47.6852,-122.378
9158,27/03/2015 00:00,481203,2,1,940,3800,1,No,No View,Average,7,1929,98115,47.6798,-122.292
9159,02/07/2014 00:00,481015,3,2.25,1550,5511,2,No,No View,Average,8,1987,98033,47.6946,-122.185
9160,22/10/2014 00:00,481000,3,2,2580,15653,1.5,No,No View,Average,9,1990,98166,47.4561,-122.361
9161,22/07/2014 00:00,481000,3,2.75,2290,14810,1,No,No View,Very Good,7,1967,98056,47.5343,-122.185
9162,11/03/2015 00:00,481000,4,2.5,2480,9869,1,No,No View,Good,8,1963,98028,47.7612,-122.229
9163,07/07/2014 00:00,481000,4,2.5,2286,8269,2,No,No View,Average,8,2002,98056,47.5174,-122.194
9164,21/11/2014 00:00,481000,2,1,1620,3880,1,No,No View,Good,7,1924,98117,47.6855,-122.391
9165,22/04/2015 00:00,481000,3,1.75,1560,3000,1,No,No View,Good,6,1918,98103,47.6846,-122.345
9166,03/09/2014 00:00,481000,2,2.25,1290,1137,3,No,No View,Average,8,2007,98107,47.6718,-122.382
9167,24/09/2014 00:00,480680,3,2.5,1730,4924,2,No,No View,Average,8,1996,98029,47.5672,-122.005
9168,07/05/2014 00:00,480500,4,2.5,2180,11200,1,No,No View,Good,8,1968,98072,47.7476,-122.086
9169,19/05/2014 00:00,480000,4,3.5,3370,435600,2,No,Good,Average,9,2005,98045,47.4398,-121.738
9170,03/11/2014 00:00,480000,5,1.75,2080,217800,1,No,No View,Very Good,7,1963,98070,47.3884,-122.404
9171,29/08/2014 00:00,480000,3,1.5,2100,67269,1,No,No View,Good,7,1949,98028,47.7592,-122.23
9172,25/03/2015 00:00,480000,3,1.75,1960,43995,1,No,No View,Average,7,1970,98059,47.4915,-122.106
9173,24/11/2014 00:00,480000,4,2.5,2870,35757,2,No,No View,Good,9,1977,98077,47.7568,-122.05
9174,13/05/2014 00:00,480000,5,4.75,3830,35000,1,No,No View,Average,8,1976,98077,47.7597,-122.079
9175,22/05/2014 00:00,480000,4,2.25,3250,34293,2,No,No View,Good,9,1983,98042,47.3496,-122.094
9176,29/10/2014 00:00,480000,3,2.5,2450,28185,2,No,No View,Average,9,1990,98058,47.4665,-122.122
9177,20/04/2015 00:00,480000,2,1.5,1008,26487,1,Yes,Excellent,Good,6,1943,98070,47.3853,-122.479
9178,01/05/2015 00:00,480000,3,1.75,2920,21375,1,No,No View,Average,8,1961,98028,47.7666,-122.265
9179,24/12/2014 00:00,480000,3,1.5,1540,20281,1,No,No View,Average,7,1977,98075,47.5817,-122.007
9180,09/01/2015 00:00,480000,6,5,3028,18055,2,No,No View,Average,7,2005,98030,47.3651,-122.197
9181,28/10/2014 00:00,480000,4,2.5,3230,16171,2,No,Good,Average,9,2001,98001,47.3183,-122.253
9182,16/07/2014 00:00,480000,4,2.5,3620,16000,2,No,No View,Average,9,1976,98038,47.3711,-122.06
9183,09/12/2014 00:00,480000,5,3,2240,15435,1,No,Fair,Very Good,7,1952,98155,47.7426,-122.288
9184,13/05/2015 00:00,480000,3,2.25,1820,15000,1,No,No View,Average,7,1978,98028,47.7401,-122.249
9185,02/04/2015 00:00,480000,4,2.25,2330,14190,1,No,No View,Average,8,1962,98034,47.718,-122.242
9186,27/03/2015 00:00,480000,5,3.5,3480,12821,2,No,Average,Average,10,2004,98092,47.2641,-122.215
9187,24/12/2014 00:00,480000,2,2,1140,12000,1,No,No View,Average,6,1943,98027,47.5277,-122.031
9188,21/03/2015 00:00,480000,4,2.25,2230,11200,1,No,No View,Good,7,1977,98011,47.7691,-122.167
9189,03/11/2014 00:00,480000,4,2,2180,10575,1,No,No View,Fair- Badly worn,6,1950,98005,47.589,-122.177
9190,02/07/2014 00:00,480000,3,2,1470,10052,1,No,No View,Good,8,1956,98125,47.726,-122.316
9191,16/07/2014 00:00,480000,3,2.5,1940,10035,2,No,No View,Good,8,1994,98072,47.7438,-122.172
9192,31/03/2015 00:00,480000,4,2.5,2180,9861,2,No,Average,Average,8,1997,98045,47.4817,-121.802
9193,21/04/2015 00:00,480000,4,2.5,2700,9700,1,No,No View,Average,8,1978,98011,47.7752,-122.198
9194,30/06/2014 00:00,480000,4,3,2440,9664,2,No,No View,Average,8,1981,98028,47.7649,-122.253
9195,31/03/2015 00:00,480000,5,2.5,2040,9597,1,No,No View,Good,7,1963,98052,47.6544,-122.134
9196,10/06/2014 00:00,480000,5,2.5,2732,9500,1,No,Average,Good,8,1975,98003,47.3436,-122.323
9197,02/10/2014 00:00,480000,4,1.75,1920,9380,1,No,No View,Average,7,1964,98008,47.6344,-122.118
9198,27/04/2015 00:00,480000,4,1.75,1840,9250,1,No,No View,Good,7,1956,98133,47.708,-122.337
9199,21/04/2015 00:00,480000,4,2.5,2940,9172,2,No,No View,Average,9,2006,98001,47.3444,-122.269
9200,07/07/2014 00:00,480000,3,2.25,1680,9090,1,No,No View,Good,7,1959,98008,47.6068,-122.13
9201,18/11/2014 00:00,480000,3,2.5,2360,9005,1,No,No View,Very Good,7,1929,98133,47.7076,-122.337
9202,23/01/2015 00:00,480000,3,2.25,1950,8892,2,No,No View,Average,8,1983,98052,47.7213,-122.11
9203,01/12/2014 00:00,480000,3,1,1160,8800,1,No,No View,Good,7,1959,98008,47.6112,-122.128
9204,23/01/2015 00:00,480000,5,2,2590,8610,1,No,No View,Good,7,1958,98008,47.6112,-122.126
9205,17/12/2014 00:00,480000,3,1.75,1740,8528,1,No,No View,Good,7,1939,98125,47.7097,-122.303
9206,06/08/2014 00:00,480000,3,1.75,1600,8400,1,No,No View,Very Good,8,1963,98006,47.5479,-122.179
9207,20/03/2015 00:00,480000,4,2.5,2080,7966,1,No,No View,Average,7,1970,98011,47.7393,-122.181
9208,17/03/2015 00:00,480000,3,2,1460,7860,1,No,No View,Very Good,7,1967,98008,47.6233,-122.108
9209,23/07/2014 00:00,480000,3,2.5,1640,7847,2,No,No View,Average,8,1987,98029,47.5684,-122.018
9210,05/03/2015 00:00,480000,4,2.5,2600,7787,2,No,No View,Average,8,2005,98059,47.4877,-122.139
9211,02/07/2014 00:00,480000,5,2.5,2160,7737,2,No,No View,Average,7,1998,98065,47.5381,-121.872
9212,09/07/2014 00:00,480000,5,2.75,2550,7725,1,No,No View,Very Good,8,1967,98056,47.5388,-122.171
9213,22/07/2014 00:00,480000,3,2,1580,7400,1,No,No View,Average,7,1977,98052,47.6715,-122.162
9214,18/12/2014 00:00,480000,3,2.5,2980,7338,2,No,No View,Average,8,2006,98055,47.437,-122.207
9215,08/04/2015 00:00,480000,5,2.75,2760,7200,1,No,No View,Average,7,1979,98072,47.7563,-122.147
9216,20/08/2014 00:00,480000,4,2.25,1770,7000,1,No,No View,Very Good,7,1972,98034,47.7193,-122.218
9217,22/06/2014 00:00,480000,2,2.25,1490,6770,1.5,No,No View,Average,8,1926,98108,47.5577,-122.297
9218,09/06/2014 00:00,480000,4,1.75,2220,6500,2,No,Good,Good,8,1964,98166,47.4519,-122.375
9219,15/04/2015 00:00,480000,3,1,1100,5700,1,No,No View,Average,7,1950,98115,47.6883,-122.282
9220,10/04/2015 00:00,480000,5,2.25,2240,5500,1,No,No View,Average,7,1959,98136,47.5305,-122.391
9221,20/06/2014 00:00,480000,4,1,2080,5500,1,No,No View,Average,7,1941,98117,47.6838,-122.386
9222,27/01/2015 00:00,480000,4,2.5,2480,5100,2,No,No View,Average,8,2007,98019,47.7383,-121.969
9223,20/04/2015 00:00,480000,3,1,1040,5060,1,No,No View,Average,7,1941,98116,47.5636,-122.394
9224,29/01/2015 00:00,480000,6,3.75,2940,5054,2,No,No View,Average,7,1942,98146,47.5122,-122.385
9225,16/05/2014 00:00,480000,4,2.5,2430,5000,2,No,No View,Average,7,2009,98065,47.515,-121.873
9226,27/05/2014 00:00,480000,3,1,1150,4945,1,No,Average,Average,7,1943,98126,47.5663,-122.379
9227,23/01/2015 00:00,480000,2,1,710,4800,1,No,No View,Fair- Badly worn,6,1950,98112,47.6212,-122.298
9228,06/01/2015 00:00,480000,5,2.75,2670,4780,2,No,No View,Average,8,2013,98059,47.4866,-122.155
9229,03/04/2015 00:00,480000,3,2.5,2200,4692,2,No,No View,Average,8,2005,98011,47.7761,-122.169
9230,20/09/2014 00:00,480000,3,2.5,2410,4656,2,No,No View,Average,7,2009,98065,47.5203,-121.874
9231,13/08/2014 00:00,480000,2,1.75,1170,4635,1,No,No View,Good,6,1924,98117,47.6842,-122.359
9232,03/09/2014 00:00,480000,3,2.5,2270,4488,2,No,No View,Average,7,1999,98065,47.5329,-121.879
9233,10/06/2014 00:00,480000,4,1.75,2320,4322,1,No,No View,Average,7,1910,98144,47.5755,-122.289
9234,19/03/2015 00:00,480000,2,2,1350,4220,1,No,No View,Average,8,2004,98053,47.718,-122.034
9235,13/04/2015 00:00,480000,2,1,820,4200,1,No,No View,Average,7,1980,98112,47.6249,-122.298
9236,07/08/2014 00:00,480000,3,1.75,1710,4080,1,No,No View,Good,7,1979,98136,47.5563,-122.392
9237,11/02/2015 00:00,480000,4,2.5,2980,4074,2,No,No View,Average,8,2011,98019,47.734,-121.965
9238,20/05/2014 00:00,480000,4,2.75,2050,3960,1,No,No View,Good,7,1986,98116,47.5808,-122.394
9239,27/06/2014 00:00,480000,2,1,1500,3420,1,No,No View,Average,7,1902,98103,47.661,-122.338
9240,27/03/2015 00:00,480000,3,1.5,1200,3060,1,No,No View,Good,7,1910,98115,47.679,-122.315
9241,26/08/2014 00:00,480000,2,1,1030,3060,1,No,Average,Good,7,1918,98103,47.6779,-122.353
9242,08/07/2014 00:00,480000,2,1,1060,3040,1,No,No View,Average,7,1924,98103,47.6725,-122.329
9243,21/03/2015 00:00,480000,3,2,1300,3000,2,No,No View,Average,7,1986,98115,47.6728,-122.325
9244,06/10/2014 00:00,480000,3,1.75,1680,2552,1,No,No View,Good,7,1952,98117,47.6848,-122.391
9245,26/08/2014 00:00,480000,4,2.25,2520,2370,2,No,No View,Average,8,1908,98122,47.6109,-122.303
9246,31/07/2014 00:00,480000,3,2.5,1590,1431,2,No,No View,Average,8,2010,98144,47.5893,-122.309
9247,12/06/2014 00:00,480000,3,2.5,1250,1103,3,No,Average,Average,8,2005,98103,47.6619,-122.352
9248,05/08/2014 00:00,479990,3,2.5,2010,2386,2,No,No View,Average,8,2014,98029,47.5525,-121.998
9249,08/04/2015 00:00,479950,4,2.25,2570,11070,2,No,No View,Good,8,1966,98058,47.4507,-122.152
9250,25/07/2014 00:00,479950,3,2,2260,7163,1,No,No View,Average,9,2012,98058,47.4593,-122.136
9251,09/03/2015 00:00,479950,2,2,1510,6516,1,No,No View,Average,8,2005,98053,47.7076,-122.013
9252,30/03/2015 00:00,479950,3,2.5,2780,6000,2,No,No View,Average,9,2004,98058,47.4569,-122.118
9253,28/04/2015 00:00,479950,3,2.5,2810,4984,1,No,No View,Average,9,2006,98055,47.4461,-122.209
9254,25/09/2014 00:00,479950,3,2,1820,1358,3,No,No View,Average,9,2014,98126,47.5433,-122.376
9255,12/12/2014 00:00,479950,2,2.25,1360,1336,3,No,No View,Average,8,2008,98107,47.6714,-122.392
9256,28/05/2014 00:00,479900,3,2,1980,12150,1,No,No View,Average,9,1994,98042,47.3657,-122.152
9257,21/04/2015 00:00,479900,4,2,2510,9750,1,No,No View,Average,8,1960,98028,47.7438,-122.229
9258,05/05/2015 00:00,479500,2,1,930,5760,1,No,No View,Average,6,1917,98118,47.5598,-122.266
9259,17/06/2014 00:00,479500,3,2.75,2300,4637,2,No,No View,Average,8,2008,98065,47.5216,-121.878
9260,14/05/2015 00:00,479349,5,3,3223,6371,2,No,No View,Average,9,2014,98042,47.3584,-122.163
9261,30/07/2014 00:00,479200,3,2,1510,3750,1.5,No,No View,Good,7,1928,98116,47.5737,-122.383
9262,07/04/2015 00:00,479000,4,2.5,2370,30378,2,No,No View,Average,8,1996,98042,47.3389,-122.066
9263,08/07/2014 00:00,479000,3,1,1340,13750,1,No,No View,Good,7,1955,98006,47.5771,-122.151
9264,23/06/2014 00:00,479000,3,2.25,2110,11319,2,No,No View,Good,8,1978,98072,47.742,-122.105
9265,04/05/2015 00:00,479000,3,1,1480,10094,1,No,No View,Good,7,1956,98007,47.5942,-122.136
9266,25/02/2015 00:00,479000,4,2.25,2270,9464,1.5,No,No View,Good,7,1940,98146,47.5007,-122.359
9267,08/10/2014 00:00,479000,3,2.5,1710,8998,2,No,No View,Average,8,1982,98052,47.7236,-122.11
9268,11/04/2015 00:00,479000,4,2.5,2050,6705,1,No,No View,Good,7,1973,98034,47.7242,-122.217
9269,20/08/2014 00:00,479000,4,2.5,2590,6139,2,No,No View,Average,8,2001,98038,47.3883,-122.035
9270,13/03/2015 00:00,479000,3,1.75,1470,6018,1,No,No View,Average,8,1987,98074,47.6171,-122.044
9271,16/01/2015 00:00,479000,3,2.5,1690,3322,2,No,No View,Average,7,2003,98053,47.6824,-122.036
9272,24/05/2014 00:00,479000,3,1,1370,3000,1.5,No,No View,Average,7,1924,98103,47.6619,-122.351
